,tenure,MonthlyCharge,DummyTechie,DummyGender,DummyTechSupport
6983,36.33047,220.1185,1,1,1
2365,10.17576,210.1518,0,1,0
5206,69.05548,172.4848,0,1,0
172,19.48900163,172.462354,0,0,0
7289,66.2968,164.9889,0,1,1
2722,4.448953,172.4871,0,1,0
6784,53.33926,235.1372,0,0,1
3547,1.453022,120.0049,0,0,1
9220,43.86959,220.1323,0,0,0
7606,70.90494,194.9581,0,1,0
8792,66.50713,230.1344,0,1,0
6201,44.16108,175.0211,0,1,1
301,11.16903388,139.99789,1,0,1
1820,12.92578188,169.974105,0,0,0
7089,67.07059,194.9699,0,1,1
2231,13.85765,242.6281,0,1,0
6249,52.40318,230.1051,1,1,0
5446,53.34625,142.4713,0,1,1
1590,8.344516765,112.455141,1,0,0
5937,58.27269,160.0013,0,0,0
1232,18.81607435,194.952509,0,0,1
9096,55.77968,179.9794,0,1,0
1380,3.883156675,200.118516,0,1,1
6067,60.03811,174.9768,0,0,1
1007,2.049006759,104.962874,1,1,0
5588,40.35976,160.0013,1,1,0
58,15.72071086,220.14775,0,1,1
4358,22.30566,182.4538,0,1,1
429,16.52138638,105.010962,0,0,1
2721,11.88503,124.9643,0,0,1
2477,6.453124,149.9621,0,0,0
6922,63.10955,214.9663,0,0,0
1290,6.958063425,197.470195,0,0,1
5087,57.50724,242.6143,1,1,1
9526,45.65226,149.9621,0,0,0
6522,64.99919,139.9678,0,0,1
7577,68.47904,129.9621,1,1,0
6207,51.63534,207.6094,1,1,0
6539,62.09112,92.5018,0,1,0
669,3.7013893,102.474625,1,0,0
7798,54.41951,149.9621,0,1,0
2394,5.533288,162.497,0,1,0
7437,70.18772,255.1417,0,0,1
6241,49.35209,139.983,0,0,1
5420,53.82378,117.4835,0,1,0
9075,67.88936,222.6143,0,1,1
5213,65.28334,114.9728,0,0,0
5009,70.19733,162.4676,0,1,0
7871,50.97055,174.9744,0,0,1
8552,44.68507,124.9607,0,1,0
2668,16.4299,179.9794,0,1,0
3314,6.908158,242.6143,0,0,1
66,4.471254161,265.146969,0,0,1
3570,10.8378,125.0073,0,1,0
989,6.069124406,149.948316,0,0,1
4218,2.106961,149.9621,0,1,0
9665,61.41519,204.9496,0,1,1
2195,2.201845,167.4564,0,0,0
5121,62.76356,124.9781,0,1,0
2533,9.24589,79.97886,0,0,0
3703,17.18815,255.1336,0,1,0
6642,61.96931,217.484,1,0,0
5491,55.90679,252.6378,0,1,0
8317,44.21572,262.6106,0,1,0
2990,9.25677,174.9755,0,1,0
4536,21.55836,144.9607,0,1,0
6603,68.99972,184.9496,0,0,1
8647,47.29134,214.9663,0,0,0
4458,3.575214,225.1457,0,1,0
1349,6.485770796,137.483594,0,1,0
3804,12.00591,192.4404,1,0,0
9411,49.04173,235.1417,0,1,1
1526,12.94334524,149.944668,0,0,0
4149,10.573,127.4958,0,0,0
820,11.78880203,147.442069,0,0,0
7482,65.02015,222.6609,1,0,1
3299,16.41429,140.0342,0,0,1
5465,50.90725,207.4673,0,1,1
234,7.873371451,127.474951,0,0,1
1944,7.017918254,164.988941,0,0,1
4560,12.09048,112.4844,0,0,0
6027,46.80924,147.4783,0,0,0
594,5.30268427,207.609354,0,0,0
2684,5.614074,127.4421,1,0,0
248,12.00466914,134.980139,0,0,0
9608,42.22849,172.4441,0,1,1
7865,68.90605,257.6513,0,0,0
4230,9.031197,114.9838,0,0,1
1626,11.58448327,197.470195,1,1,1
1436,20.96098587,214.966286,0,0,0
9225,68.97874,192.4705,0,0,0
9155,60.18256,184.9785,0,1,0
4431,8.454096,107.482,0,0,1
8408,64.08859,149.989,0,1,0
1582,12.68609343,162.45383,0,0,1
9661,60.85274,204.9797,0,0,1
3630,7.567398,139.9875,0,1,1
5602,60.40651,162.5299,0,0,1
1947,21.6132385,127.473844,1,1,0
769,4.332134531,157.469817,0,0,1
7814,51.74735,184.961,0,1,0
5988,71.66334,172.4579,0,1,0
2837,6.79324,190.1599,0,0,1
717,13.85187885,147.456419,0,1,0
886,15.16937697,137.439154,1,0,0
9462,56.77789,112.4551,0,1,0
1227,6.109999694,202.443347,0,1,0
6930,71.74779,162.4608,0,1,0
1673,6.549842666,194.988208,1,1,0
7259,59.98863,194.9768,0,0,1
9485,68.30856,184.9496,0,1,1
1762,1.051188042,257.684139,0,1,1
9207,53.01595,129.9621,0,1,0
9724,57.99615,202.6362,0,1,1
7239,59.49558,159.9349,0,0,0
6884,58.09125,137.4686,0,0,0
599,17.28022598,204.963371,0,0,0
1344,9.62893496,179.947583,1,0,0
1703,7.441432103,242.610632,0,1,0
3255,9.93773,159.965,1,0,0
8263,63.28052,229.9931,0,1,1
1417,23.44153546,127.481989,0,0,1
854,8.802527803,117.468591,0,1,0
7800,65.52483,287.6427,1,1,1
9477,61.54459,257.6375,0,1,1
1858,8.703568707,92.455141,0,1,0
3558,14.74297,149.9741,1,1,0
3583,16.03441,107.4806,0,0,0
5418,65.04247,187.6422,0,0,1
3340,18.62057,235.1417,0,1,1
3499,7.349571,149.9483,0,1,1
8824,70.42068,204.9496,0,1,1
4675,14.28503,114.9728,0,1,0
254,9.740709475,190.173699,0,1,0
1367,7.93260821,157.483594,0,0,0
450,21.71097206,169.992756,0,0,1
4103,20.80434,192.4705,0,1,0
8410,48.04306,222.65,1,1,0
3887,1.005104,114.9976,0,1,0
894,10.79186592,117.439154,0,0,0
7491,58.21476,184.9634,1,1,0
958,14.38485335,142.468917,0,1,1
5665,67.0795,232.6228,1,0,0
7179,71.09119,159.9476,0,0,0
3591,2.021619,149.9598,1,0,0
1216,10.08463748,182.467607,1,1,0
3802,14.09379,169.9447,0,0,0
9279,58.69465,117.472,1,1,1
101,11.13472066,182.467607,0,1,0
9606,71.53575,194.9992,0,0,1
1730,9.490754438,149.970715,0,0,1
3385,12.15758,117.4392,0,0,0
8301,71.92785,182.4608,0,0,0
5635,65.29309,139.9512,0,0,1
8512,67.06183,149.9447,1,1,0
6244,48.82198,152.4555,0,1,0
1586,2.593102097,124.993537,0,0,1
1692,9.320973584,139.9678,0,1,1
3734,10.07156,204.9634,0,1,0
863,5.240131023,172.440432,0,0,0
7416,70.77308,117.4392,1,1,0
3165,6.894406,174.991,0,0,1
4040,3.903228,182.4538,0,0,1
6329,68.03514,137.4698,1,0,1
6413,56.57319,210.138,1,1,1
8763,38.29305,204.9634,0,1,0
4708,9.875391,104.9781,0,1,0
560,9.306233406,245.146969,1,0,1
2447,19.06753,262.6106,1,1,0
5951,55.24695,149.9776,1,0,1
8863,61.18471,117.4686,0,1,0
899,1.611546284,129.994975,0,0,1
6749,67.20269,207.6094,0,1,0
3800,6.483314,159.9875,0,0,1
106,10.77094687,245.128318,0,0,0
7620,71.44166,149.9447,0,1,0
8353,48.03223,182.4433,0,1,0
191,11.64983735,220.132293,0,0,0
243,14.20349453,152.462354,1,1,0
5689,60.34404,169.9447,0,0,0
1031,5.376652863,162.497044,0,0,0
5033,64.01205,175.1331,0,0,0
1744,7.772523197,159.965008,0,0,0
4631,19.6447,124.9781,0,1,0
9858,57.4792,139.9512,0,1,1
5550,65.73734,222.6362,0,1,1
1030,4.969645421,287.642733,1,1,1
7193,53.77192,154.9755,0,1,0
9977,66.25635,245.1283,1,1,0
762,11.48773622,137.487242,0,1,1
9169,71.86603,139.965,1,1,0
6538,69.10177,192.4404,0,0,0
6843,71.39564,149.9378,0,0,0
3628,11.62262,139.9861,0,0,0
8126,61.60969,187.6422,0,0,1
9349,42.6185,165.0182,0,1,1
7479,69.02789,255.1336,0,0,0
9137,69.85281,164.9853,0,1,0
3247,4.157726,137.4872,1,1,1
6911,42.38378,124.9607,0,0,0
2090,22.04122,192.4705,0,0,0
4592,2.893617,200.1323,0,1,0
8216,44.40526,114.9976,0,0,0
2375,2.590677,149.9483,0,0,1
1051,8.700517617,179.947583,0,0,0
537,9.450195459,169.974105,0,0,0
8690,66.54637,152.4555,0,0,0
5577,59.86174,142.5007,0,0,1
7128,58.65554,129.9598,0,0,0
6324,68.46135,149.9776,0,1,1
3702,6.318781,195.0062,0,0,1
1867,14.45556293,149.977753,0,0,1
2238,25.26752,159.983,0,1,1
4749,10.277,107.482,0,1,1
4484,1.204999,197.5169,1,1,1
4739,3.407577,130.0064,0,1,0
51,7.338869531,187.656013,0,0,0
5939,44.75355,169.9741,0,0,0
459,11.92300936,179.965581,0,0,1
3250,5.929212,222.65,0,1,0
1525,2.170567319,112.455141,1,0,0
5984,65.4571,202.6829,1,1,1
3838,2.771756,242.6106,0,1,0
278,5.104873611,147.460067,0,1,1
2313,7.367806,154.9919,0,1,1
6484,70.2223,217.4725,1,1,1
3829,21.47001,127.4738,1,1,0
4264,10.40415,127.5067,0,1,1
9816,59.13074,129.9483,1,0,1
5339,38.85837,127.4738,1,0,0
1605,13.77689046,179.965581,0,0,1
9090,62.45443,177.4945,0,1,1
7610,57.37651,149.9707,0,1,1
3692,7.283366,139.9512,0,1,1
3214,9.688639,207.6094,0,0,0
4256,23.81965,149.9621,0,0,0
5455,52.00223,172.4555,1,1,0
7813,71.78213,159.9642,0,1,0
6849,50.60484,182.4653,0,0,0
2573,7.744129,167.4564,1,0,0
1285,1.963127209,172.470522,0,0,0
7172,46.41276,242.6106,0,0,0
1487,11.44196811,124.97808,0,0,0
7862,65.26459,222.6143,0,0,1
4545,6.506483,149.9778,0,0,1
296,14.86764776,147.478341,0,0,0
7333,56.56535,130.0064,0,1,0
9097,64.74166,232.624,0,1,1
5082,58.43587,149.9598,0,0,0
3772,6.864699,162.4653,0,1,0
9367,38.07335,245.1612,0,0,1
4669,10.99037,197.6288,1,0,0
7264,54.23655,207.4673,0,1,1
3646,7.571234,147.4738,0,0,0
2228,9.526371,139.9816,1,0,0
9912,69.6182,114.9658,1,0,0
5993,67.18986,104.9781,0,1,0
4961,5.461422,149.9741,0,1,0
2782,6.30655,139.983,0,1,1
8438,42.93116,190.1737,1,1,0
2065,9.602383,257.6513,0,1,0
2833,5.447689,230.1051,0,0,0
419,6.325942162,169.937833,0,0,0
5303,69.49722,194.9699,0,1,1
3571,9.986555,132.5127,0,0,1
5035,71.106,167.4564,0,0,0
2962,5.464488,172.5104,0,0,1
9651,48.65096,157.4836,0,0,0
306,6.198230305,104.962874,0,1,0
4495,12.94793,144.9607,0,0,0
6173,47.98288,157.4836,0,1,0
3223,1.862828,192.4404,0,1,0
4493,15.73713,177.6508,0,0,0
4573,8.574964,169.9447,1,1,0
5684,67.72122,275.1198,0,0,1
6971,55.83342,104.9923,0,0,0
4802,21.49074,235.1372,1,0,1
3586,5.72421,175.0062,0,0,1
5707,56.31481,255.1372,0,1,1
1715,9.324505434,182.460772,1,0,0
6185,62.54758,220.1185,0,0,1
9435,68.00653,194.9663,0,1,0
3603,9.570397,149.9928,0,0,1
4558,2.941261,152.466,0,0,1
9985,48.24454,242.6143,1,1,1
242,2.861423443,115.002061,0,0,0
7994,63.83868,137.4684,0,0,0
5785,61.75654,102.4746,0,0,0
166,8.4944392,149.948316,0,0,1
9973,64.61283,192.4404,0,0,0
8489,59.60557,127.4421,0,1,0
9801,50.85505,232.6378,0,1,0
8731,71.99373,222.6143,0,1,1
5807,51.22671,104.9643,0,0,1
823,1.128335443,212.641455,0,0,1
3908,11.00328,179.9794,0,1,0
2764,1.201025,149.9915,1,0,0
959,1.443775322,142.471255,1,1,1
6510,54.61729,222.65,1,0,0
4295,19.48354,137.4392,1,1,0
2863,10.8754,152.4555,0,1,0
8419,55.62538,79.97886,0,1,0
9405,60.54294,137.4616,0,0,0
3367,15.67732,104.9781,0,0,0
3681,8.808902,172.4441,0,0,1
1722,2.699998442,220.161527,0,1,0
8154,65.66053,202.6362,1,0,1
3990,2.758928,117.4872,0,0,1
302,14.14101821,270.160419,1,1,1
9177,49.19446,127.525,0,1,0
607,4.109952242,159.947583,0,1,0
850,11.38490458,240.114868,0,0,0
9966,61.28212,184.961,0,0,0
2986,9.349103,127.4887,0,0,0
3468,1.450971,162.5005,0,0,1
7755,58.30226,149.9845,0,0,0
787,2.831804349,114.972827,0,1,0
8327,56.67924,204.9634,0,0,0
6429,47.47601,277.6513,1,0,0
3742,12.29093,204.961,0,1,0
490,2.012075635,130.006414,0,1,0
4538,14.54834,159.9942,1,0,0
9693,52.58164,137.4392,0,1,0
3680,13.59261,210.1518,0,1,0
3537,7.281658,184.9496,0,1,1
224,6.945736396,159.947583,0,1,0
1716,10.16298067,202.443347,0,0,0
304,16.84928353,172.47417,0,1,1
2431,11.13625,139.9875,0,0,1
1657,6.526670837,112.484375,0,0,0
932,4.816592997,184.967019,0,0,1
107,13.08671185,172.473314,0,0,1
7486,66.89669,104.9781,1,0,0
1140,2.760208796,167.484705,1,1,1
4535,18.07558,172.4871,0,0,0
7981,51.38074,107.482,0,0,1
6371,71.51954,230.1051,0,0,0
2827,8.259716,255.1555,0,1,0
4947,4.171617,204.9634,0,0,0
9695,40.14232,230.1051,1,1,0
3215,13.61564,159.965,0,0,0
6399,51.45585,125.0073,0,0,0
8683,66.07094,127.482,0,1,1
8760,36.28161,275.1198,0,0,1
6151,44.75964,127.4601,0,0,1
8250,63.64621,169.9378,0,0,0
9652,63.42586,177.4876,0,1,1
6174,56.37649,104.9643,0,1,1
7317,45.8143,117.472,0,1,1
3153,7.930205,197.4725,1,1,1
7885,53.79471,142.5007,0,0,1
3641,3.636783,137.4872,0,0,1
576,10.19243185,194.958118,0,0,0
1827,6.624439911,262.610632,0,0,0
5706,63.06098,150.0208,0,1,0
999,1.819217843,265.146969,0,1,1
3718,3.079288,104.9781,1,0,0
1914,2.811977672,245.145743,1,0,0
5391,67.94385,232.6415,0,1,1
3996,26.06474,172.4705,0,0,0
7290,57.10479,232.624,0,0,1
8392,45.91919,169.9378,0,1,0
6150,67.89181,184.9647,0,1,1
8260,63.5224,169.9671,0,0,0
9452,52.92007,179.9794,0,1,0
9722,61.12409,169.9378,0,0,0
1843,11.46566243,120.004928,0,1,1
6175,66.98487,94.97283,0,0,0
6319,66.65664,105.011,1,1,1
1494,7.608938235,167.484705,0,0,1
9743,44.01106,114.9658,0,1,0
2167,5.237873,197.4725,0,1,1
2305,6.324505,104.9629,0,1,0
8833,63.9264,159.9875,1,1,1
8659,61.63116,252.624,0,0,1
7164,63.69896,114.9509,0,1,0
8358,59.49864,139.9678,1,0,1
9519,63.72204,162.4713,0,0,1
6721,62.37748,137.4392,0,0,0
4070,8.839856,257.6513,0,0,0
2922,2.598272,127.4601,0,0,1
8134,55.63139,149.9483,0,0,1
8123,64.07652,230.1051,0,0,0
6145,57.50554,204.9797,0,0,1
3061,2.563452,117.4858,0,0,0
9361,70.17477,137.4392,0,0,0
3618,1.216309,149.989,0,0,0
3854,7.100883,169.9928,0,1,1
5214,56.51532,182.4676,0,0,0
5129,67.18331,125.0073,1,0,0
9471,64.04466,129.9483,0,1,1
4174,2.395742,129.9621,0,0,0
8818,47.60481,275.1336,0,1,0
6957,60.22003,162.5119,0,1,0
9708,51.96957,127.4421,0,0,0
9489,58.5608,114.9509,0,0,0
7703,59.93377,167.4564,0,0,0
3463,3.648755,162.4653,0,1,0
7195,54.26701,162.447,0,0,1
6773,66.2177,204.9634,0,0,0
31,3.586184954,147.489301,0,0,1
142,3.303030246,182.460772,0,1,0
3615,13.77358,232.6415,0,1,1
3205,4.532646,139.9816,0,1,0
9447,71.17766,127.482,0,1,1
6835,64.92993,182.4608,0,1,0
1006,5.688867768,207.609354,1,0,0
389,16.26037537,152.488401,0,0,1
412,4.156887945,112.455141,1,1,0
1665,14.98166868,242.61428,0,1,1
9951,48.82626,255.1198,0,1,1
7066,55.78809,195.0062,1,0,1
6928,57.7129,182.4433,0,0,0
7489,59.43728,159.9656,0,0,1
6571,49.22513,204.9634,1,0,0
8007,67.08536,182.4608,1,0,0
3231,8.539485,182.4538,0,0,1
1196,6.695029374,152.510442,0,0,1
2044,2.051002,242.6143,0,0,1
1734,8.406444381,220.161527,0,0,0
3434,15.43828,162.4937,0,0,1
8943,63.43387,162.447,0,1,1
1915,12.85056526,232.622804,1,1,0
8607,70.40991,172.5034,0,0,1
914,4.173314039,222.628057,0,1,0
6304,68.17349,112.4844,0,1,0
7155,54.57315,242.6143,0,0,1
7904,70.02925,230.1051,0,1,0
8838,51.67488,242.6573,0,1,0
714,3.613513424,112.484375,0,1,0
2017,16.81532,230.1051,0,0,0
4199,4.61822,169.9378,0,0,0
2988,7.066142,112.4551,0,1,0
4873,17.8565,162.447,0,1,1
1098,2.451256489,225.178625,0,0,1
2106,11.87278,107.4958,0,0,0
4680,6.588658,242.6106,0,0,0
9557,60.46744,104.9643,0,0,1
8816,65.27026,139.9979,1,1,1
5169,69.17356,157.4698,0,0,1
5996,67.27106,245.1457,0,1,0
125,7.231032028,124.960655,1,1,0
2608,1.563383,124.9607,0,0,0
1909,25.36784311,144.960655,0,0,0
4316,15.10612,107.4958,0,1,0
5990,48.95603,107.482,0,0,1
6092,67.1217,172.4742,0,1,1
4198,5.102617,132.4798,1,0,0
5569,71.03451,117.5015,0,0,1
2308,2.130946,245.147,1,1,1
652,5.260136013,245.146969,0,0,1
3723,4.926111,227.4754,0,0,1
4298,14.55246,119.9897,0,1,1
9459,58.87612,160.0013,0,0,0
569,14.17620441,172.487091,0,0,0
8788,57.07265,207.4974,0,0,1
2945,12.24574,184.9797,0,1,1
7463,55.19347,162.4827,0,1,0
952,27.46106977,222.649979,0,1,0
7832,68.28659,112.4551,0,0,0
6862,50.87987,184.9496,0,0,1
7297,54.64119,257.6375,0,0,1
119,9.344886869,210.138,1,1,1
1459,3.354127023,127.481989,0,1,1
683,7.847288476,112.484375,0,0,0
7808,71.24628,182.4538,0,1,1
3210,6.976028,117.5152,0,0,0
8680,67.73415,255.1336,0,1,0
5165,71.17531,172.4441,0,0,1
3824,6.192078,137.4392,0,0,0
1664,6.5443199,242.628057,0,0,0
6853,61.86502,204.961,1,1,0
5445,53.77634,124.9781,0,1,0
4042,12.98383,184.967,1,1,1
5416,69.2962,232.624,0,0,1
6702,58.89861,134.9509,0,0,0
5841,60.69462,114.9976,0,1,0
5584,52.98033,215.1591,0,0,1
237,9.405224809,194.966286,0,0,0
6579,62.03561,172.4441,0,0,1
9819,71.16373,129.9598,0,1,0
1530,15.6930298,204.979684,0,0,1
3830,4.534691,169.9447,0,1,0
2364,2.734057,147.4713,0,1,0
9930,61.46622,139.9979,0,1,1
469,8.001673351,129.976324,0,1,0
1094,6.791270714,139.951231,0,1,1
1887,6.678176681,139.95684,0,1,0
1388,9.553290527,245.145743,0,1,0
1084,8.458121948,214.952509,1,1,1
3776,12.50785,175.0048,0,0,0
632,12.36979696,139.99789,1,0,1
1004,9.188837964,132.479779,0,1,0
8565,61.09569,252.6378,1,0,0
5929,60.85074,92.45514,0,0,0
8118,50.02645,240.1149,0,0,0
5016,55.11148,162.4818,0,0,0
4534,15.4522,112.4551,0,0,0
2685,4.534721,172.4555,0,1,0
4567,2.804449,172.4733,0,0,1
2178,3.383778,207.6094,0,1,0
9193,68.77621,210.138,0,0,1
1060,4.764739683,182.460772,0,0,0
6328,55.11933,187.4847,0,0,1
6687,68.69095,232.6228,0,0,0
4318,14.40375,235.1417,1,1,1
9524,67.67761,242.6281,0,1,0
4292,19.56071,242.6106,0,0,0
2498,5.714937,182.447,1,1,1
3691,5.848803,182.447,0,1,1
8696,61.8783,127.4421,0,1,0
6960,39.1518,137.4686,0,0,0
9195,55.27092,139.9979,0,1,1
885,9.595456517,207.481057,0,0,0
7736,58.6688,255.1417,0,0,1
4763,10.89731,184.9715,0,0,1
2014,18.2156,184.9634,0,1,0
4229,3.367927,179.9794,0,1,0
799,28.86969715,152.44408,0,1,1
9213,51.8548,105.011,0,0,1
7513,67.37714,182.4433,0,0,0
1767,2.779431223,112.455141,0,0,0
4421,15.1242,255.1555,1,1,0
7747,43.45813,184.9496,0,0,1
2438,5.620998,139.965,0,0,0
6970,58.04214,182.4608,0,0,0
9046,58.45672,139.9512,0,0,1
1416,21.13118502,184.979684,0,1,1
192,2.964559883,152.455519,1,1,0
8802,66.70002,159.9512,0,0,1
3356,4.767276,147.4564,1,0,0
7373,48.25673,149.9778,0,0,1
8416,58.34548,154.9919,0,1,1
3707,11.21368,242.6573,0,1,0
8587,71.59338,207.6094,1,0,0
953,1.457335487,200.118516,0,1,1
1035,10.11019941,82.496547,0,0,0
740,2.282601557,124.97808,0,1,0
6057,50.48601,182.4538,0,0,1
2345,14.95975,195.0062,0,0,1
8093,60.95525,149.9741,0,0,0
9700,49.16112,162.4713,0,1,1
2259,12.85929,169.9447,1,1,0
4832,9.389007,179.9656,0,0,1
5906,68.88054,184.9647,1,1,1
8667,68.43831,172.4555,0,1,0
5490,62.16298,137.4392,0,0,0
8422,51.53345,220.1185,0,0,1
3592,14.60884,182.4833,0,1,1
5029,66.77924,194.9525,0,0,1
164,16.00330155,202.682861,0,1,1
7200,49.40819,162.4833,0,0,1
5251,68.94384,255.1555,0,0,0
420,17.22220989,152.457857,1,1,0
3029,17.2501,187.656,0,1,0
1575,16.8649602,162.460772,0,0,0
6636,36.24048,222.65,0,0,0
6648,60.29534,220.1323,0,0,0
9101,42.12085,157.4698,0,0,1
4242,6.470869,165.0182,0,0,1
4772,7.354812,150.0208,0,1,0
6534,50.45458,149.9447,0,0,0
2645,1.99818,194.9768,0,0,1
5763,51.27317,159.9476,0,0,0
4505,10.50995,114.9658,0,1,0
2728,2.945436,265.1283,1,0,0
9332,37.36723,174.9919,0,1,1
8190,67.27889,232.6707,0,0,1
3012,7.012788,182.4653,0,1,0
4177,1.60558,232.652,0,1,0
363,12.29558653,159.965008,0,0,0
6081,44.49898,129.9483,1,0,1
61,2.344875382,194.976769,0,1,1
7007,59.18664,177.6508,0,0,0
9894,69.76674,177.4876,0,0,1
3421,6.671684,129.9763,0,0,0
9993,59.86596,162.4937,1,0,1
3613,2.368597,162.4526,0,0,0
9830,66.39293,132.4798,1,0,0
4787,26.54684,245.147,0,0,1
5851,63.67009,159.9349,0,0,0
7551,71.94498,197.484,0,1,0
7057,70.13699,169.9928,0,0,1
3265,8.640886,157.4698,0,0,1
5593,65.49323,149.9378,0,0,0
2417,11.63009,275.1198,0,0,1
8612,64.68179,172.4555,0,1,0
3219,2.149435,179.9656,0,1,1
6756,65.66308,142.4993,1,0,0
5628,56.20378,112.4844,1,0,0
2361,11.14615,220.1185,0,0,1
8989,60.51339,190.127,0,0,0
1589,2.840343779,242.657291,0,1,0
1200,1.784103787,159.987503,0,1,1
6314,48.25774,114.9976,0,0,0
6643,65.09908,164.9853,0,0,0
1988,1.277136149,147.460067,0,1,1
1001,6.429025787,167.456419,1,0,0
6933,68.56426,172.4885,0,0,1
2470,18.8572,137.4684,0,0,0
1731,9.727109482,245.128318,0,1,0
2595,9.063713,92.5018,1,1,0
1933,11.59620573,137.487242,0,1,1
4282,9.468306,124.9607,0,0,0
871,12.84560044,92.488023,0,1,1
9356,63.29972,159.9642,0,0,0
5038,44.98551,207.4974,0,0,1
2824,11.55831,192.4404,0,1,0
3495,1.253929,172.4742,0,0,1
1641,14.52416667,157.469817,0,1,1
4572,4.899337,162.4538,0,0,1
1975,12.57273206,204.979684,0,0,1
5323,66.61872,149.9915,0,1,0
7766,50.27485,192.4885,0,0,1
8204,55.15311,222.6326,0,0,0
2442,2.420905,222.6281,0,1,0
4650,2.605757,172.4733,0,1,1
8105,55.24136,117.472,0,1,1
7231,71.23368,120.0035,0,0,0
8920,70.66533,255.1417,0,0,1
8557,62.27729,139.9792,1,0,0
4510,7.470963,117.4392,0,1,0
184,5.104082209,209.993134,0,0,1
3119,10.18298,225.1457,0,1,0
922,14.31596419,182.460772,1,0,0
2766,4.600047,192.4567,0,0,1
7004,70.24121,242.6143,0,1,1
5142,63.47674,137.4836,0,1,0
2058,21.03542,102.4746,0,0,0
6477,69.02836,174.9882,0,1,0
2129,11.4255,192.4404,0,1,0
3098,10.59517,182.4433,1,0,0
7314,59.66552,230.1344,0,0,0
4934,2.184299,194.9992,0,1,1
9600,59.89979,212.6557,0,1,1
3186,1.453865,139.9349,0,1,0
2110,5.173292,232.6378,0,0,0
847,1.078815111,142.482694,0,0,0
1816,7.179893502,134.950905,0,0,0
435,11.50651216,149.962093,1,1,0
761,1.754385394,104.97808,1,1,0
808,9.162445307,179.965581,1,1,1
5501,65.33592,139.9979,0,1,1
1182,9.045537332,144.960655,0,1,0
4272,28.31929,222.6281,0,0,0
5718,65.45306,187.4811,0,1,0
8677,49.91708,155.0084,1,0,1
148,11.73724209,262.610632,0,1,0
2627,24.2732,275.1336,1,0,0
7758,61.20291,149.9915,1,1,0
5065,61.32409,159.9642,0,0,0
2636,16.12971,197.484,0,1,0
5870,39.5421,127.525,0,1,0
2804,3.469341,200.1185,0,0,1
1114,8.691329205,210.12704,0,1,0
9337,66.63279,159.9476,0,1,0
5537,66.63528,127.4421,0,0,0
3104,1.891666,172.5034,0,0,1
2301,4.770815,245.147,0,0,1
1714,1.515290738,139.99789,0,1,1
7120,59.11937,220.1185,0,1,1
4754,17.30262,182.4433,1,1,0
2327,2.497434,207.6386,0,0,0
9110,55.44991,207.4811,0,0,0
1989,1.722680046,142.515576,0,0,1
1188,13.66699636,172.457857,0,1,0
9953,49.80587,172.4441,0,1,1
9669,69.32718,172.4404,0,1,0
9014,57.04882,159.9349,0,1,0
1265,2.728247011,147.442069,0,0,0
9200,52.30521,149.9378,0,1,0
305,3.834727471,137.468388,0,1,0
3721,7.735821,194.9699,0,0,1
9243,70.55657,129.995,0,0,1
5887,58.9945,140.0013,0,1,0
8338,66.13718,157.4836,0,1,0
8429,68.03642,117.4392,1,0,0
5212,69.34472,245.132,0,1,1
4778,18.01409,149.9621,0,0,0
5050,61.78014,147.4564,0,0,0
3273,10.70349,184.9715,0,1,1
4748,7.751707,134.9509,0,1,0
1999,10.28304,150.0208,0,0,0
4353,6.463724,157.4836,0,0,0
9215,66.94632,159.9512,0,0,1
8378,41.75833,192.4705,0,1,0
1532,10.54165852,200.132293,0,0,0
475,5.372758028,129.962093,0,0,0
348,1.281566108,152.495236,0,1,1
8114,53.79108,112.4551,0,1,0
468,20.04140358,129.962093,0,0,0
8432,64.91577,187.656,0,1,0
149,7.006240694,152.488401,0,0,1
9346,65.43822,169.9447,0,1,0
7189,43.59094,159.9349,0,0,0
9451,63.40014,114.9976,0,1,0
5822,60.04073,159.9512,0,0,1
1794,8.248755691,177.48762,0,1,1
8405,50.76631,162.5005,0,1,1
5496,68.74532,94.97283,0,1,0
4511,13.36689,117.472,0,1,1
5725,53.12753,182.4653,0,1,0
6041,41.60875,220.1615,1,1,0
6048,68.50196,140.0013,0,1,0
2108,6.765777,137.4684,0,0,0
3413,5.879094,179.9794,0,0,0
1011,24.64624542,137.439154,0,1,0
586,6.951491551,200.118516,0,0,1
9286,48.66437,162.447,1,0,1
6010,54.22687,255.1417,0,0,1
7552,60.29081,112.4551,0,0,0
8971,55.68048,129.9598,0,1,0
1545,1.665089598,129.976324,0,0,0
7693,55.68371,127.4887,0,1,0
7899,54.396,229.9931,0,1,1
3920,3.230823,184.9496,0,1,1
6565,56.86558,222.6792,0,1,0
1483,7.822562679,92.5018,0,0,0
1922,12.52485764,232.637807,0,1,0
337,1.14113241,252.62403,1,0,1
9404,58.15209,179.9476,0,1,0
9886,67.063,152.4624,0,0,0
2961,9.561875,107.4806,0,0,0
471,14.68600159,172.44408,0,1,1
1299,4.845060681,147.442069,0,0,0
984,9.485268741,104.97808,0,1,0
364,24.8868126,182.465269,0,0,0
373,1.541545443,107.48056,0,0,0
5089,70.42389,192.4705,0,1,0
7673,67.08693,270.1604,0,1,1
4156,5.877819,140.0013,1,0,0
2876,16.48485,179.9476,0,1,0
2385,12.26499,172.4567,0,0,1
