,population,children,age,income,outage_sec_perweek,email,contacts,Yearly_equip_failure,tenure,MonthlyCharge,DummyTechie,DummyTechSupport,DummyMale,DummyFemale,DummyNonbinary
3077,31883,1,31,22985.19,10.82436,13,1,0,11.15074,162.4676,0,0,0,1,0
996,559,3,19,41311.01,6.680449508,7,1,0,4.06047424,210.156274,0,0,1,0,0
4041,294,0,55,84724.98,9.993042,10,1,0,14.9206,184.9963,0,1,0,1,0
5160,6507,7,71,24971.54,8.938447,15,2,0,49.26434,220.1149,0,0,1,0,0
8175,1986,5,48,36405.73,7.223478,11,1,0,43.18342,117.4858,0,0,1,0,0
4191,2719,0,36,28799.35,11.44896,11,3,1,23.40043,162.4676,0,0,1,0,0
257,36260,7,76,91335.76,12.01267388,11,1,0,2.416685985,142.500692,0,1,1,0,0
8134,6986,0,30,26412.67,11.05068,14,1,0,55.63139,149.9483,0,1,0,1,0
7900,3934,1,89,54872.48,11.73944,14,0,0,54.53013,152.4907,0,1,0,1,0
6108,2166,4,81,34424.64,9.467759,6,1,1,55.42423,107.4958,0,0,1,0,0
5968,1551,7,30,11251.45,6.989347,14,1,0,60.6298,159.9349,0,0,1,0,0
529,43597,0,22,12765.41,8.088906499,17,1,0,2.050742411,149.991327,1,0,1,0,0
5998,774,6,42,9039.85,11.08932,12,0,0,58.94486,245.147,0,1,1,0,0
2321,1346,1,70,54250.18,7.828963,10,1,1,7.458099,172.4871,0,0,1,0,0
8192,42116,1,55,9183.89,7.74027,13,0,1,69.40052,164.9715,0,1,0,1,0
5604,3966,1,59,50308.74,16.29437,9,1,0,68.83272,124.9781,0,0,0,1,0
684,145,7,42,39087.76,8.361906963,14,0,0,10.8040205,212.641455,0,1,1,0,0
747,36817,9,69,61475.04,14.46243735,12,3,1,7.607475355,117.483475,0,0,1,0,0
1194,352,0,70,3223.21,12.07896744,13,0,0,9.764790968,169.992756,0,1,0,1,0
5843,5615,0,88,26999.2,9.573997,11,0,0,57.17893,124.9781,0,0,1,0,0
6590,35681,9,45,13236.13,14.14538,11,0,1,68.52821,142.4689,0,1,0,1,0
3556,255,4,66,64478.9,9.983428,12,0,0,8.846877,127.4783,0,0,0,1,0
5124,6694,3,55,62710.74,11.95284,12,0,0,39.23416,137.4392,0,0,1,0,0
2235,2421,4,32,25712.78,7.390473,11,0,0,18.5303,220.1185,1,1,0,1,0
5549,25979,3,47,35696.39,17.38034,9,0,0,47.4558,159.9642,0,0,0,1,0
1333,547,1,18,29822.31,11.72310409,14,1,0,16.53244292,147.442069,0,0,1,0,0
3564,36184,3,54,108287.6,9.459647,15,1,0,9.38783,172.5104,0,1,0,1,0
540,1341,0,77,36121.33,8.397331803,15,1,0,1.815836226,179.947583,0,0,1,0,0
4601,11762,2,48,84113.15,9.224349,14,0,0,8.093081,129.9483,0,1,0,1,0
7133,39600,7,51,31086.43,12.39683,10,1,0,65.61564,127.4601,0,1,0,1,0
984,543,2,69,19287.42,12.51549843,14,1,0,9.485268741,104.97808,0,0,1,0,0
5228,25091,0,32,12685.22,12.61882,9,0,1,67.97011,220.1323,1,0,1,0,0
7113,28877,10,33,6421.76,4.299047,10,1,0,65.01825,162.4827,0,0,1,0,0
6821,27428,0,77,80722.43,11.84035,19,0,0,57.18462,162.5119,0,0,1,0,0
8149,9827,2,75,1785.94,15.1958,13,0,0,70.66353,230.1051,0,0,0,1,0
653,24013,3,40,22790.72,9.957204622,13,1,0,28.38835566,162.465269,0,0,1,0,0
8843,845,6,77,34343.05,14.22857,7,0,1,69.5048,165.0113,1,1,0,1,0
9872,4288,1,60,38120.33,8.383148,11,0,1,58.8745,175.1331,0,0,1,0,0
2178,2820,1,64,47079.18,13.7331,11,2,0,3.383778,207.6094,0,0,1,0,0
7380,6754,1,43,14074.23,10.47636,12,0,0,50.68244,220.1323,0,0,0,1,0
3825,2640,1,69,33561.56,10.10955,17,0,0,10.52734,124.9607,0,0,1,0,0
5178,469,0,43,22205.18,9.223647,13,1,0,65.82541,230.1051,0,0,1,0,0
3466,15666,1,54,121055.6,7.246841,12,3,0,7.047021,262.6106,0,0,1,0,0
7494,14928,3,38,42343.23,16.01904,15,0,1,66.52217,174.9755,0,0,1,0,0
9749,1156,0,84,25520.76,8.757386,14,0,0,71.58111,147.4893,0,1,1,0,0
239,37,3,61,15930.45,17.41324465,10,0,1,16.59325254,174.976769,1,1,1,0,0
5121,10720,0,33,11810.84,9.949737,16,1,1,62.76356,124.9781,0,0,1,0,0
329,26381,9,19,40902.49,8.816497541,8,0,1,11.10356439,222.679213,0,0,0,1,0
2288,4642,0,67,91903.25,9.877819,11,2,0,3.908371,104.9781,0,0,1,0,0
8637,397,1,71,30935.61,5.034833,10,0,0,71.3757,169.9741,0,0,1,0,0
249,4755,2,27,25146.14,9.329902365,6,0,0,2.243757398,147.442069,1,0,1,0,0
3879,926,3,19,22118.1,12.10602,11,1,1,9.213435,255.1417,0,1,0,1,0
7929,3547,1,72,17974.85,8.951771,14,2,0,48.36469,129.9598,0,0,0,1,0
3855,395,0,78,57641.23,8.776299,13,2,0,10.45843,197.4945,1,1,1,0,0
4828,10976,0,41,69312.83,9.216926,11,1,0,23.63005,152.509,0,0,1,0,0
7352,10034,3,68,16657.89,10.36617,13,0,0,66.86351,162.5007,1,1,0,1,0
6594,972,1,18,196746.0,7.834867,11,1,0,59.28535,182.4653,1,0,1,0,0
1711,2258,0,87,22484.19,14.5077828,13,1,0,3.663316236,127.511223,0,1,1,0,0
6037,92,1,86,18543.4,12.86128,13,0,0,36.44011,137.4686,0,0,1,0,0
3959,4907,0,23,26493.5,9.948834,17,2,1,1.578151,172.4579,0,0,0,1,0
1108,21734,0,21,20056.65,13.63501552,9,1,3,1.763317472,127.460067,1,1,0,1,0
4556,4101,4,44,64963.05,8.54284,12,1,0,13.23966,127.4601,0,1,0,1,0
6104,2215,0,83,14571.81,13.61762,14,2,2,68.15887,152.4441,1,1,0,1,0
8648,310,1,87,73803.96,13.25889,13,1,0,70.89862,214.9663,0,0,1,0,0
3197,28382,0,61,40651.57,17.70648,10,2,0,11.93299,182.4433,0,0,1,0,0
4226,9469,1,83,10048.03,11.73569,16,2,1,3.817742,152.466,0,1,0,1,0
1643,570,3,73,11464.33,9.142773531,17,1,0,12.30462572,215.159141,1,1,0,1,0
5658,41204,2,66,43202.68,10.72389,11,1,0,60.76709,127.4738,0,0,0,1,0
5624,2072,0,26,9362.64,12.49043,4,0,0,58.97505,194.9663,0,0,1,0,0
4001,46,0,25,73571.78,4.391327,11,0,0,7.038169,200.1465,0,0,0,1,0
3453,1519,4,56,36679.13,10.47542,14,1,0,3.924177,127.4586,0,0,1,0,0
9314,2243,5,30,3048.28,12.54974,10,3,0,59.17567,147.4421,0,0,1,0,0
4361,569,0,83,8568.21,8.580878,12,0,0,2.222289,184.9853,0,0,0,1,0
8169,3357,3,53,31757.09,10.46515,10,1,1,56.36817,182.4538,0,1,0,1,0
6846,1343,3,81,5470.7,7.184819,15,0,1,57.72932,210.138,0,1,0,1,0
1599,29143,1,55,9703.25,6.863563999,12,2,0,3.195246168,144.960655,1,0,1,0,0
5151,31196,3,64,19114.71,8.644135,9,1,0,52.61686,194.9882,0,0,0,1,0
1092,11100,0,76,96857.54,7.078232973,8,1,0,19.98393473,182.446995,0,1,0,1,0
3531,481,6,44,85194.69,8.566319,14,1,0,14.70766,127.4421,0,0,1,0,0
8170,1990,1,39,18234.2,6.499849,12,0,0,69.61652,167.4564,0,0,1,0,0
6807,42059,2,69,127578.3,9.363038,14,1,0,67.26247,184.9963,1,1,0,1,0
3009,1131,1,25,43930.42,11.49429,13,1,1,1.125218,169.9928,1,1,1,0,0
8261,1068,4,30,38373.52,7.763471,5,0,1,60.1501,140.0013,1,0,0,1,0
5059,8324,3,64,21607.29,10.69966,8,1,0,62.43987,194.9744,1,1,0,1,0
1073,2857,1,64,81748.07,13.77280014,5,1,0,16.64037206,142.468917,1,1,0,1,0
362,2945,1,70,69248.13,13.37036883,19,1,0,10.16660427,137.468388,0,0,0,1,0
8189,203,1,68,29434.53,7.330071,16,1,0,69.25731,149.9483,0,1,0,1,0
3883,372,4,46,30783.19,14.14099,15,1,0,4.570915,197.4725,0,1,1,0,0
332,3098,1,69,5194.22,12.10865222,13,2,0,2.423722078,152.495236,1,1,1,0,0
1221,142,0,85,22274.11,8.620125009,10,0,1,15.82334026,190.12704,0,0,0,1,0
3550,3081,1,56,12281.76,17.50485,14,0,0,7.150962,119.9897,1,1,1,0,0
6481,1212,0,35,21977.29,10.24775,11,1,0,54.28015,210.138,0,1,0,1,0
1043,47645,1,84,20614.28,9.983403111,14,0,0,2.601455981,232.641455,0,1,1,0,0
5619,2004,8,35,33081.5,16.2337,16,1,0,53.27752,182.4433,0,0,1,0,0
7879,2390,0,43,99932.29,8.162638,9,0,0,56.84758,117.4858,0,0,1,0,0
708,29599,4,38,68180.35,6.913368813,9,1,1,10.49916723,194.966286,0,0,1,0,0
8191,1706,3,84,36752.22,2.637703,18,3,0,56.56411,127.4958,0,0,0,1,0
1171,21095,0,81,8669.16,15.32731181,13,0,0,3.61323465,252.637807,0,0,0,1,0
2483,519,1,64,53517.12,7.405469,16,1,0,14.44636,202.4433,0,0,1,0,0
693,607,4,78,28937.89,8.950709439,10,1,1,11.90088632,154.961766,0,1,1,0,0
437,1691,1,26,23028.48,6.007630739,16,0,1,5.505247606,245.174977,0,0,0,1,0
7771,24066,3,40,45203.76,15.2604,13,1,0,71.98828,162.4713,0,1,0,1,0
8351,1116,4,24,113912.9,11.89461,14,0,0,65.52159,129.9483,0,1,1,0,0
3834,17,3,25,60581.95,15.01046,10,0,0,8.514329,162.4827,1,0,1,0,0
9792,533,0,25,14688.94,9.731306,14,1,0,69.10375,139.965,1,0,0,1,0
3621,221,0,80,16494.19,8.43273,17,1,0,9.534696,137.4686,0,0,0,1,0
5253,11816,1,77,38413.81,10.85134,9,3,2,67.55257,129.9598,1,0,0,1,0
5250,236,0,62,58388.73,11.49632,10,2,0,46.23768,182.4676,0,0,1,0,0
6769,1052,3,38,53431.67,15.92642,11,2,1,42.34861,235.1372,0,1,1,0,0
2188,1557,0,81,3456.77,9.462635,11,1,0,8.907101,222.6326,0,0,0,1,0
2625,26902,0,29,36470.53,4.254491,15,2,1,8.03514,114.9728,1,0,0,1,0
7625,27998,1,79,41295.47,10.10572,16,2,0,71.16551,117.472,0,1,0,1,0
9497,80,0,30,74742.53,10.0151,7,1,0,55.81802,194.9581,0,0,0,1,0
4992,11333,0,65,25519.32,12.86848,10,1,0,8.268405,152.4884,0,1,1,0,0
1675,637,2,72,31203.12,13.22904885,7,1,0,8.397776839,275.133571,0,0,0,1,0
7707,961,1,62,38931.97,10.5394,10,2,0,61.67106,255.1336,0,0,1,0,0
7046,12,3,46,14512.74,8.270887,8,3,1,60.2958,197.4725,1,1,0,1,0
7818,970,1,32,12018.73,6.115577,6,1,0,46.86241,182.4608,0,0,1,0,0
9001,687,1,71,31172.22,11.31757,12,1,0,69.91998,242.6326,0,0,0,1,0
7264,7294,4,21,17870.91,16.15372,9,0,1,54.23655,207.4673,0,1,1,0,0
4962,35345,2,65,20659.21,10.87952,16,1,0,12.39101,212.6228,0,0,1,0,0
4040,518,1,45,28468.2,11.08855,7,2,2,3.903228,182.4538,0,1,0,1,0
4022,1709,2,32,34304.39,7.621504,16,0,1,10.94068,182.4676,0,0,0,0,1
9706,5570,1,86,21357.71,14.58326,19,3,1,63.80541,182.4608,0,0,0,1,0
4223,21129,2,56,54715.58,13.86094,13,0,1,16.61624,232.6228,0,0,0,1,0
8182,481,1,76,61256.1,10.13592,8,3,1,56.03541,149.9915,0,0,1,0,0
5165,738,0,88,42043.47,13.01754,11,1,1,71.17531,172.4441,0,1,0,1,0
3341,3215,5,29,77001.42,15.75223,11,0,1,4.672744,174.9768,0,1,1,0,0
4876,846,1,78,68616.43,8.803505,19,2,0,1.374443,137.4684,0,0,1,0,0
8343,25,4,51,30913.36,13.2899,8,3,1,65.93469,117.472,0,1,1,0,0
7913,32019,2,32,38806.49,7.708065,14,0,1,51.39351,162.5007,0,1,1,0,0
2190,13245,0,83,104548.7,8.692293,11,0,1,4.836004,117.4872,1,1,0,1,0
6625,5082,1,81,25276.81,7.885528,4,0,1,63.41268,159.9476,0,0,1,0,0
2489,899,1,59,81491.12,8.669476,12,1,0,15.92001,200.1185,0,1,1,0,0
9919,484,0,32,42691.56,11.36499,11,1,0,65.58919,187.4811,0,0,0,1,0
6964,481,2,66,79746.71,11.86458,11,2,1,67.86091,159.965,0,0,0,1,0
3467,56790,1,54,60633.22,10.85863,19,0,0,18.80644,194.9699,0,1,0,0,1
7738,30795,1,56,19256.41,9.751721,6,3,0,51.11345,157.4698,0,1,0,1,0
7981,2860,0,75,31570.14,8.553943,15,0,0,51.38074,107.482,0,1,0,1,0
5991,24522,1,79,27920.91,11.7079,11,1,1,47.94402,124.9607,0,0,1,0,0
4708,275,1,31,36500.99,11.5963,11,2,0,9.875391,104.9781,0,0,1,0,0
2114,1288,5,78,103435.7,10.72873,14,2,0,7.831744,159.9942,0,0,0,1,0
6396,324,0,49,40057.31,11.00613,14,1,0,48.52168,127.4601,0,1,0,1,0
9823,3220,0,48,38385.14,6.512468,6,0,1,68.61974,172.4404,0,0,0,1,0
7562,2529,1,36,58937.05,13.18151,11,2,0,41.90646,190.127,1,0,1,0,0
4167,16681,1,31,88981.56,1.276438,10,0,0,18.67357,149.9913,0,0,0,1,0
3095,18945,10,20,26435.11,11.2124,11,3,0,1.365304,210.127,0,0,1,0,0
426,35100,3,61,31466.9,6.187489206,7,6,0,11.69875604,147.473844,0,0,0,1,0
1927,28085,3,27,8539.27,7.233561718,15,1,0,6.136751688,174.988208,0,0,1,0,0
370,19582,4,82,39231.99,12.06831191,10,0,1,18.37317391,194.976769,0,1,1,0,0
9305,761,3,19,25515.76,7.516,12,2,2,69.2394,162.447,0,1,0,1,0
5915,382,0,66,36172.9,10.06837,18,2,0,66.16845,210.1051,0,0,1,0,0
2634,281,0,23,47958.56,10.47559,13,1,0,2.599617,149.9913,0,0,0,1,0
1128,5264,1,39,31026.92,11.10415291,10,2,0,6.19002424,159.987503,0,1,1,0,0
3259,3697,3,28,4441.06,11.62501,13,1,0,1.611266,174.9755,0,0,0,0,1
6064,27819,7,86,9637.9,8.36261,11,1,0,51.0221,175.1331,0,0,1,0,0
9457,294,1,49,3780.35,7.332892,14,0,1,68.63549,152.509,0,0,0,1,0
5579,830,0,76,47159.92,12.98739,7,1,0,66.00861,220.1615,0,0,0,1,0
7633,802,0,46,57318.2,4.344131,11,0,0,66.34362,137.4698,0,1,1,0,0
8080,2432,6,75,41305.22,11.06785,17,2,0,48.77002,169.9671,0,0,0,1,0
7736,5709,0,59,35215.76,4.71193,9,1,0,58.6688,255.1417,0,1,0,1,0
3538,37,3,52,28758.05,8.656392,18,0,1,19.70229,247.6647,1,1,1,0,0
7350,42614,4,49,13218.2,7.295501,15,1,3,59.82583,139.9349,0,0,1,0,0
9916,320,3,78,50854.38,8.122139,12,3,0,65.07643,162.4538,0,1,0,1,0
1854,956,0,75,20768.72,9.957815194,7,1,0,19.79804917,204.949594,0,1,0,0,1
8741,38597,2,62,39116.35,7.085401,8,1,1,62.4542,257.6549,0,1,1,0,0
6210,434,2,37,80501.9,12.06772,15,0,2,50.24709,112.4551,0,0,0,1,0
5094,25256,0,47,42429.53,11.43603,12,2,0,61.57078,225.1457,0,0,0,1,0
2022,51369,0,31,29467.49,9.108143,7,2,0,7.387825,162.4608,0,0,0,0,1
3135,31474,2,69,17373.47,9.587984,15,0,0,8.718999,255.1417,0,1,0,1,0
8502,77342,1,82,54381.23,9.37573,13,0,0,52.60487,184.9797,0,1,1,0,0
878,91,2,30,44831.61,12.24849045,9,2,0,18.66504433,149.984492,0,0,0,1,0
6672,27848,2,57,56121.37,14.6661,12,1,0,69.10048,220.1478,0,1,1,0,0
3689,22385,3,77,17176.57,8.619073,8,2,0,7.490867,182.497,0,0,0,1,0
326,312,5,27,17191.02,12.61411193,12,2,0,22.8577804,220.114868,1,0,0,1,0
9984,2624,0,50,40935.12,11.06419,19,2,1,47.10952,125.0073,1,0,0,1,0
190,2649,0,46,33504.8,8.957297136,14,1,0,1.408375942,117.439154,0,0,0,1,0
8081,28576,7,46,22585.74,10.7048,11,2,2,68.34459,210.127,0,0,0,1,0
2679,8759,2,62,21987.29,12.33937,14,3,1,7.495281,127.4586,0,0,1,0,0
2273,2759,8,81,50836.65,8.740627,17,2,3,15.88923,240.1149,0,0,1,0,0
1624,2521,1,58,13157.91,10.58651971,15,0,1,11.71117991,162.493654,0,1,1,0,0
6132,541,1,41,102609.3,11.8484,11,2,0,58.26304,92.5018,0,0,1,0,0
7162,646,3,32,29283.21,11.03563,12,0,1,69.35044,179.9794,1,0,0,1,0
5299,1822,2,44,25015.89,7.268816,9,1,1,44.23945,102.4746,0,0,0,1,0
1620,1098,3,35,46120.62,11.33498823,12,1,1,3.508552886,220.132293,0,0,1,0,0
8801,36550,0,89,46051.44,13.84425,10,0,0,64.79987,200.1185,0,1,1,0,0
4888,184,3,43,40398.47,8.644175,11,0,0,6.56131,235.1591,0,1,0,1,0
7174,2502,0,70,11798.33,6.917662,14,2,0,61.72511,117.472,1,1,1,0,0
5632,11895,1,48,61763.76,8.187755,10,1,0,56.9978,140.0013,0,0,0,1,0
1972,505,3,66,24805.02,8.856522955,13,2,0,1.268992493,240.114868,1,0,1,0,0
18,9463,3,61,39262.14,9.57470568,11,1,0,17.10995632,152.490739,1,1,0,1,0
643,11908,4,47,58297.91,10.27122446,10,0,0,1.042140757,222.649979,0,0,1,0,0
7318,1408,1,73,48830.79,7.277887,13,2,0,69.348,167.4564,0,0,0,1,0
5,17701,3,83,22660.2,8.420992898,15,3,1,7.000993555,185.007692,0,0,0,1,0
3434,7430,0,43,37218.44,10.03651,12,0,1,15.43828,162.4937,0,1,0,0,1
3161,10011,8,63,80733.05,15.70968,10,0,0,11.96395,139.9568,0,0,1,0,0
5629,592,0,23,8549.99,7.733514,10,0,0,54.2897,162.5119,0,0,0,1,0
3732,4825,5,84,59919.2,2.30196,9,1,0,24.94738,159.983,0,1,0,1,0
4102,23458,4,29,7458.91,10.58898,9,2,1,7.032789,220.1615,0,0,0,1,0
959,189,1,21,36226.45,10.0260969,13,1,0,1.443775322,142.471255,1,1,1,0,0
2632,1485,4,63,128114.3,9.466427,10,0,0,12.23147,217.4702,0,1,0,1,0
6786,14839,3,21,24653.47,15.77985,6,2,0,64.56952,114.9509,0,0,1,0,0
2008,2387,3,28,60536.56,9.013523,16,1,1,7.698157,177.4945,1,1,1,0,0
8586,24438,1,79,28297.97,11.8337,12,1,0,67.20217,174.991,0,1,0,1,0
7402,2716,1,50,17036.62,8.652966,10,1,1,62.57813,139.9349,1,0,0,1,0
6326,77,2,61,12456.09,10.35181,13,0,1,71.36043,262.6106,1,0,1,0,0
6205,338,2,29,27890.61,12.37749,16,1,0,69.80788,277.6375,0,1,0,1,0
9186,234,2,36,23826.48,12.46976,14,1,1,56.54849,192.4567,0,1,0,1,0
7490,3144,1,27,16257.6,7.454729,11,1,1,56.37209,174.9744,0,1,0,1,0
7684,13020,3,42,140367.2,8.568476,15,0,0,54.37108,160.0122,1,1,0,1,0
252,2431,0,72,27235.54,9.321265424,14,0,0,15.28108311,210.151777,0,0,0,1,0
4417,14802,2,26,14345.87,7.484153,11,0,1,21.52164,159.9349,0,0,0,0,1
8263,845,0,46,9310.14,6.927298,16,0,0,63.28052,229.9931,0,1,1,0,0
7660,180,0,25,50315.17,11.52103,11,1,0,68.41518,127.4958,0,0,1,0,0
3756,227,2,78,8406.68,6.042225,15,0,0,2.560691,207.6386,0,0,1,0,0
5344,1300,1,41,11825.53,10.03289,12,0,1,65.49474,107.482,0,1,0,1,0
578,21763,8,35,21801.03,12.47810556,9,0,1,4.964368923,92.455141,0,0,1,0,0
2260,16659,5,64,16359.9,11.10706,14,1,0,12.72079,137.4392,0,0,1,0,0
827,1499,2,45,24608.16,12.19720019,12,0,0,11.08306586,127.495766,0,0,1,0,0
3068,8470,1,80,129628.7,10.60642,13,2,0,11.91973,200.1323,1,0,0,1,0
9021,2698,0,44,32495.96,12.69031,8,1,1,70.49442,144.9889,0,1,0,1,0
2593,7611,4,23,44462.77,13.03399,10,1,0,19.26465,104.9643,1,1,0,1,0
4393,39,2,25,79402.83,10.51982,11,2,1,21.19498,235.1591,0,1,0,0,1
4806,28165,4,81,26278.72,9.694195,15,0,0,19.48387,194.9699,0,1,1,0,0
5794,585,0,89,35559.68,8.845809,17,1,0,67.65646,162.5299,0,1,1,0,0
5972,12808,0,36,28434.15,9.30836,18,0,0,49.60721,117.4392,0,0,1,0,0
7852,2057,1,62,76812.26,10.46668,13,0,2,65.64436,105.011,0,1,0,1,0
4955,6762,0,27,14624.56,10.61552,15,3,0,19.52917,222.6281,0,0,1,0,0
7334,34642,2,23,50865.2,12.50796,11,1,1,70.32404,104.9643,0,1,0,1,0
163,32653,6,25,19476.27,10.91642397,13,1,0,10.87555535,200.165175,1,1,0,1,0
6632,251,3,21,19075.4,6.658585,8,0,0,55.59681,149.9913,0,0,0,1,0
6644,16413,0,42,14489.85,10.57721,9,2,0,61.79083,262.6106,0,0,0,1,0
2449,216,1,71,18975.18,12.36189,9,1,0,13.46686,204.9797,0,1,0,1,0
185,10482,2,81,90977.74,10.76051016,10,3,0,3.521499924,147.456419,0,0,0,1,0
4397,1132,0,89,40406.98,16.36612,11,1,1,3.794103,92.5018,0,0,1,0,0
850,873,0,22,58126.33,16.58995671,17,1,0,11.38490458,240.114868,0,0,0,1,0
933,142,0,64,83953.98,10.56770254,14,2,0,3.861708438,129.977753,0,1,0,1,0
2839,1955,1,45,48327.1,9.570126,8,1,0,21.0878,174.9768,0,1,1,0,0
4625,59,4,29,54929.43,10.96282,14,0,0,17.74303,192.4705,0,0,0,1,0
8038,300,4,49,10937.24,14.00904,12,5,1,60.15609,149.9598,0,0,1,0,0
1397,8990,10,42,92748.49,14.30597862,14,1,0,12.33304231,124.97808,0,0,0,1,0
2820,338,8,50,7585.29,9.074415,11,1,0,11.2075,184.9797,0,1,1,0,0
9261,1160,3,82,23936.18,7.234753,10,1,0,58.8386,162.447,0,1,1,0,0
180,1579,1,67,12779.23,12.53830949,9,2,1,15.64596698,240.114868,0,0,0,1,0
2119,26656,4,67,40978.57,8.762474,14,1,0,14.29414,242.6326,0,0,0,1,0
8093,14684,0,21,25888.53,5.448102,12,1,0,60.95525,149.9741,0,0,0,1,0
9367,372,4,27,10046.34,4.796609,10,0,0,38.07335,245.1612,0,1,0,1,0
7692,489,2,61,7297.34,8.269757,7,1,2,60.45619,232.624,0,1,0,1,0
6129,1400,4,29,16759.04,8.06448,12,1,0,56.86301,172.4404,1,0,1,0,0
8321,18074,3,55,14106.94,11.7697,14,1,0,45.62851,175.1331,0,0,0,1,0
6303,23425,2,21,24482.09,5.103123,16,2,1,46.8684,127.4421,0,0,1,0,0
1555,1851,2,47,28528.32,11.15167976,7,1,0,8.460086502,240.114868,1,0,0,1,0
7470,6874,1,48,41192.11,12.30708,11,2,0,51.83967,194.9699,0,1,0,1,0
8635,4696,1,31,4145.29,11.43356,13,0,0,59.59893,182.447,0,1,1,0,0
8681,60191,0,64,17702.11,11.26079,12,2,0,57.35881,159.9656,0,1,0,1,0
5463,2487,1,57,36374.44,9.099766,16,2,0,67.82145,232.6228,0,0,0,1,0
3122,138,1,69,35976.11,12.63329,14,2,1,3.62899,162.4689,0,1,1,0,0
4329,1246,0,40,58142.74,11.84641,16,2,0,4.723073,159.965,0,0,0,1,0
9910,10057,3,26,40363.21,6.358544,10,2,0,57.24323,139.9349,0,0,1,0,0
6751,37358,0,41,26098.7,7.250619,14,1,0,71.89521,129.9926,0,1,1,0,0
4527,8851,0,28,13366.53,4.705946,10,0,0,15.54856,204.9634,0,0,1,0,0
927,2358,1,20,7598.57,7.14125345,17,0,0,6.434280902,277.651257,0,0,1,0,0
9530,901,3,78,60088.68,13.26825,17,1,0,66.73461,207.6094,0,0,0,1,0
9379,972,6,84,37630.22,6.368564,12,0,1,56.37261,140.0049,0,1,0,1,0
2592,15226,2,88,40879.22,10.82274,19,1,0,10.48608,112.4551,0,0,1,0,0
3814,66,0,24,33371.16,13.89541,8,1,0,5.738405,255.1417,0,1,0,1,0
2933,34381,3,74,6932.32,8.665467,15,1,0,9.417302,245.147,0,1,1,0,0
6851,237,3,19,47972.37,17.29039,15,1,0,51.41461,164.9715,0,1,0,1,0
2289,3011,0,43,41398.21,12.62231,16,1,0,1.739449,152.4579,0,0,0,1,0
4308,17536,3,50,13226.92,15.54324,12,2,0,2.141515,277.6513,0,0,1,0,0
3411,949,5,71,72962.35,13.56923,10,1,1,9.29979,179.9794,0,0,0,1,0
75,24693,2,67,81124.71,12.43301273,13,0,0,5.43464555,270.160419,0,1,0,1,0
2301,2710,3,38,22570.85,11.96338,8,0,0,4.770815,245.147,0,1,0,1,0
3869,4971,0,77,128728.3,6.292755,8,0,0,18.4468,275.1198,0,1,0,1,0
5289,7122,7,18,57469.38,13.72489,12,0,1,62.10568,152.4742,0,1,1,0,0
8049,2238,4,37,32947.81,9.467795,17,0,0,45.69588,159.9642,0,0,0,1,0
8168,9357,3,78,12430.83,10.20077,13,0,0,68.79253,162.447,0,1,0,1,0
8685,54,3,49,75040.63,12.08421,10,3,0,67.78527,204.9634,0,0,1,0,0
8562,7257,0,70,24188.41,9.341105,11,3,0,62.77262,114.9976,0,0,1,0,0
6814,17639,5,30,35375.83,11.9465,11,0,0,64.42046,147.4564,0,0,0,1,0
1985,21044,5,19,45631.91,6.980525959,13,0,0,8.69123648,169.937833,1,0,1,0,0
9108,163,2,31,16226.86,6.853036,10,2,3,66.03822,242.6326,1,0,1,0,0
7550,19527,4,78,44220.48,4.685599,9,2,0,69.97129,192.4705,1,0,1,0,0
5425,21609,0,81,55565.75,7.200426,13,0,0,65.52605,152.5104,1,1,0,1,0
7881,16853,3,68,112837.8,8.338198,19,0,1,70.50302,137.4686,0,0,1,0,0
7167,5553,8,26,58434.6,6.928805,10,1,0,63.96748,129.995,0,1,0,1,0
3056,815,1,57,65435.46,4.834122,19,1,0,6.515297,137.4698,0,1,1,0,0
5401,1833,0,78,141362.6,9.366098,13,1,0,65.24071,114.9838,1,1,0,1,0
9132,753,3,32,19379.79,13.84152,12,2,0,68.09161,252.624,1,1,0,1,0
7456,1368,2,32,46946.66,11.74543,8,1,0,40.50993,142.4526,0,0,0,1,0
1328,19001,3,83,35982.39,10.6224092,10,1,0,5.173463744,139.981577,0,0,1,0,0
7503,51117,5,41,46231.66,15.29874,15,1,0,50.7426,207.6386,0,0,0,1,0
9505,207,2,66,97499.39,10.90873,12,1,0,53.37805,125.0073,0,0,0,1,0
206,2817,0,88,31934.04,10.79191234,18,1,0,3.043063167,174.975543,0,0,1,0,0
9694,36613,0,79,8771.55,10.71649,14,1,0,43.19701,182.4538,0,1,1,0,0
6484,179,2,56,48459.16,6.34319,9,2,0,70.2223,217.4725,1,1,1,0,0
5653,7884,2,36,29547.56,11.08317,15,0,1,41.94323,140.0013,0,0,0,1,0
9829,3481,1,38,29203.34,11.19239,14,3,0,58.57706,204.9634,0,0,1,0,0
649,680,1,26,24166.24,13.36710209,10,0,0,11.80191083,127.481989,0,1,1,0,0
8615,16845,0,18,33975.64,7.381781,13,0,0,57.42888,220.1149,1,0,0,1,0
3014,2680,4,71,103306.6,11.73966,13,3,0,8.58684,192.4567,0,1,1,0,0
6841,49,1,83,65160.83,4.116139,13,1,0,68.53196,114.9509,0,0,0,1,0
2659,17086,2,71,20246.17,9.072518,13,0,0,7.900866,184.9853,1,0,0,1,0
